Date,AAPL,ABBV,AMD,BABA,BRK-B,C,COST,CVX,DIS,GE,GOOG,INTC,KO,MSFT,QQQ,T,TSLA,TSM,WFC,WMT,AAL,AMGN,BHP,BIDU,BIIB,CAT,CMCSA,CMG,COP,CRM,EBAY,GILD,GLD,GSK,MRK,MU,NKE,NVDA,ORCL,PEP,PYPL,QCOM,TGT,TM,USO,V,XLF
2022-07-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05 00:00:00+00:00,0.018930432746441683,0.0008451860952154444,0.02076827497386624,0.03560342459843069,-0.006522513724662171,-0.005547222689530118,0.005146574336587051,-0.026278008252515028,0.010817567319844734,-0.02376458855046526,0.04405899875068342,0.009631218289803956,-0.017086028596602465,0.012597348410524178,0.01711971959264602,-0.006569657116706429,0.025535704813974602,-0.01155843363179787,0.004509025887576401,0.013210493214268482,0.057121096227190415,0.0048055086993117335,-0.02198415699103351,0.018218987436504408,0.009257925760990604,-0.025408037185950194,-0.011417202135018512,0.04278383074710801,-0.06968568623164362,0.02378121327333238,0.024248098165707832,-0.00032072574675945376,-0.02120964335120412,-0.010285731724330338,0.002380450390195188,0.05740909466464306,0.031033795020534383,0.030365653045826946,0.01580351451646478,-0.0022433725968578067,0.04201680582475409,0.018618983845916315,0.023388128366728766,-0.0051457068596927336,-0.084363897932207,0.006827998093992038,-0.003450398553909051
2022-07-06 00:00:00+00:00,0.009607238159132114,-0.009095003982967365,0.0019947012229555305,-0.00840751294370956,-0.00014512149358902882,-0.009869107025295643,0.008991078611919612,-0.01317821978517042,-0.011319185744667282,-0.0074158092748546345,0.011647510149116913,0.008176698364317447,0.0020543784864572867,0.012782900032497047,0.0064120309195738745,-0.0037789288340928096,-0.005720802000385716,-0.007226422905625474,-0.014962556033719099,0.007082472864530898,0.0007204775792062357,-0.005998442642431545,-0.00831127008165411,-0.03273907975207657,0.015993949888035264,-0.008344826162993146,0.0,-0.01495549711017874,-0.015359204408463167,0.003077809458127856,-0.004780311473112198,0.006256005593420655,-0.015842188833696924,-0.0043879591237120374,0.005289268857921359,0.011281498233962628,-0.000862694959297361,0.011093315082064903,-0.0045838895881705755,0.00999942308937185,-0.015591446751595628,0.009775059283481102,-0.00617671480202997,-0.011896271802375069,-0.01484354945802524,0.0028922003115214867,-0.00251809639765066
2022-07-07 00:00:00+00:00,0.02399949607133145,-0.003474718308126068,0.05242209233744499,0.02745128078970116,0.013168891576960107,0.016901381441114083,0.004668666069303162,0.019463031090514615,0.014050774858382242,0.023225647103119806,0.035521000268883496,0.03108942035682838,-0.007885191629130817,0.00822659746704435,0.02139897318066941,0.0028449248699995433,0.05527904488059332,0.06736373917082328,0.01569617549075364,0.0015184403866121965,0.015118792869427633,0.008848106703140957,0.031238083612351142,0.03679628421888337,0.00916756655938622,0.0462538525542775,0.002761656806365753,0.006637737718284686,0.036117137850916414,0.022636506448346916,0.002287247743116172,-0.0001593866029996338,0.000555053276362516,0.004871238262572186,-0.0012884690295968948,0.02579744761706415,0.03741719054856896,0.048116316143143045,0.002372288030389802,-0.001991777058986788,0.0245767764098781,0.05776795591787853,0.03556390609833149,0.028266649307543634,0.039093320950108756,0.008353261611762752,0.014515651122407602
2022-07-08 00:00:00+00:00,0.004714637197412497,0.005592145417866012,0.0006304592741395165,-0.012174179844759103,0.0055499419927800275,-0.0023439294616717232,0.01331446848239315,-0.005225752352795321,-0.01611413004112261,0.003968251505856779,0.007229334664190068,-0.00393281891929842,0.0036560092639357222,-0.0027570426646894575,0.0012543057271925395,-0.016548481691842976,0.025435169687600512,0.010663367564545112,0.0014955477290237162,0.0006383803961818035,-0.009219866022965983,0.004284203243223317,-0.021241184413487768,-0.014803856156051731,0.0038539012296570085,-0.006545333280292609,0.0005007626051920511,-0.008851100488393326,0.0012738924411739294,-0.006453800914784424,-0.015518035369956884,0.0019132482389869754,0.0004315313201161963,-0.022622334929365606,-0.002472888416847119,0.004927798182609688,-0.0018495972747826217,-0.0012611738298203834,0.0005568831199729285,0.008922307272923202,-0.021455231752514847,0.011979171751983708,-0.013136844041771845,-0.0024817015895357564,0.025996052050109464,0.003796865191685539,-0.0021772843390963637
2022-07-11 00:00:00+00:00,-0.014757877230874183,0.0024860294985273867,-0.030245766503217197,-0.09371382703108966,-0.008261143458922038,-0.013455811025664843,-0.0052638166516302265,-0.008825451620918967,-0.02315878579770625,-0.02118578856023956,-0.030340759974917475,-0.02079496921883861,-0.003167576257092075,-0.011768638770777606,-0.021364474109346054,-0.006730740133826241,-0.06548005948146862,-0.02944425791901839,-0.009706306288857824,0.00039868757380334685,-0.03865425565721037,-0.0028171159058201223,-0.035289728011877575,-0.05688975404312868,-0.016179197877270735,-0.02278057896154695,-0.019769793133812108,-0.03672873663500187,-0.01052505253702074,-0.00649572301793977,-0.007185849860446125,-0.002864422417866108,-0.005360507452973451,-0.0016532757338674209,0.016382887394476908,-0.022488975821501556,-0.02612804305429972,-0.04331355220898858,-0.004174245725516945,-0.008203418792492534,-0.04031048716016439,-0.027718470450216803,-0.01081158216180711,-0.010142870589481268,-0.003947002227911445,0.0073193013743027,-0.008104804282734746
2022-07-12 00:00:00+00:00,0.006833751132270249,-0.005025054069968116,-0.00766726915255711,-0.0032855764475151483,-0.004416397770992897,-0.0012989296466237032,-0.016696706101772207,-0.01830256828796295,-0.0004271776568568475,0.017929288743550265,-0.014357712140762091,0.0002687720787135639,-0.004289807175958393,-0.04098147970386723,-0.00968730358348191,-0.0029041368047201255,-0.005433611636988744,-0.00012643327206796062,-0.0047751303602536765,-0.0030290734369229355,0.0997766286030144,-0.0032690191403028646,-0.01819249461282213,-0.0017393724861295423,0.0014866084380975586,-0.0030282182971027582,0.014807297885311765,-0.022192254525914334,-0.024547118978419213,-0.04605413369573108,0.008638779268426156,-0.00510692141084379,-0.0037167247224720867,-0.019635718525341295,-0.007423166012545113,0.023698303050339042,-0.012843672973855247,-0.004619831893506676,-0.01620785297835803,-0.0056901578797273755,0.013622804992809101,0.005368961173514375,-0.012500866443641012,0.001675546238989245,-0.0692829549502948,-0.0011703415450707855,-0.006285319217754437
2022-07-13 00:00:00+00:00,-0.0025366455206311533,-0.0020334041960566873,0.015191147504490576,-0.0010072393670333968,0.0006852367363052725,-0.013657078983912885,0.0033634218803633154,-0.00669444779757522,-0.007051239780707208,-0.016026694537965236,-0.02318256535488028,0.0,-0.004627367309766095,-0.0037450110580655727,-0.0020611946549031757,-0.0072815347452712675,0.017033448479672808,0.02768650421811003,-0.013383808073710535,0.002398681158469973,-0.031144212856484943,0.00048586920109494613,0.00199247442826489,0.01240590209297876,-0.0048705958012779105,-0.0035532715711952267,0.0032704671223957593,0.011185440512179401,-0.004074252250739985,-0.01707446826565462,-0.016435163702167133,0.0019249106767893487,0.004787690503602615,-0.012548274010523608,0.0018162197832973792,-0.005407226988409342,0.01301077916660609,0.00543689182872753,-0.005397029726572744,0.0035398590177913025,-0.0009799761238297178,0.02023318919257644,0.006087471621987417,6.440047672051641e-05,0.005219130552870821,-0.0032712303670302534,-0.008855176445728863
2022-07-14 00:00:00+00:00,0.0204824772494705,-0.011238853261088644,0.01393191276861705,-0.04894588829125668,-0.011028210419618656,-0.029890123304429972,0.04006338867132109,-0.01485617052069299,-0.011835658216268086,-0.014836323598272472,-0.006658473114573571,0.013437248382213607,-0.003206167994788345,0.005381452215030169,0.003570871881830362,-0.005868011479533752,0.005371861218914864,0.02927785984270259,-0.008446327589839653,0.019542130450411754,-0.004192901317769948,-0.00607066260160849,-0.04076355537364085,-0.021960534925306363,-0.0012119261097066625,-0.02260305277591146,-0.007522548370752169,-0.00762794741053352,-0.018048369498064654,-0.014985700193971163,-0.010826144528091053,-0.01040662377056023,-0.014047055610919013,-0.017106475551443734,0.001173089626634649,0.008324802220327276,-0.01798115668036926,0.013716709571529373,-0.008282191077606527,0.005173366210744934,-0.025364315346308897,0.046151537415250576,0.005844271386539646,-0.014796725525173637,-0.004645497416909561,0.008621160020790164,-0.019144874873913587
2022-07-15 00:00:00+00:00,0.011450103955445545,0.021137946185688206,0.03193387003762971,-0.012721662178564408,0.014831847490626826,0.13230630342866445,0.021506445507518457,0.01257901592149202,0.03658537395831041,0.028973644288889266,0.011907716003423108,0.02413152663763407,0.005146344375260181,0.010390425734504882,0.018139259238441285,0.011805202755476252,0.0073572315408600986,0.023425351109904957,0.06169332178880338,0.009779436961187438,0.015438615230091823,0.01262268882992501,0.021351549408354265,-0.013936868334282093,0.012787558593087,0.020242452583183468,0.03335016760379572,0.026978153112689807,0.015684337332727782,0.039369174497013715,0.03759224070767653,0.01278105619281611,-0.0020084561635671516,0.02560911854887471,0.011504067561264986,0.036731261351697686,0.014338264968381198,0.025370764152447434,0.01857452803761417,0.0008188056681877054,0.06268871918103192,0.017406633734635468,0.002597613645857866,0.02324668651418582,0.01221687588592868,0.020057255842706123,0.033832170568344644
